Driver_Age,Increase_Percentage,Total_Premium,Renewal_Indicator
41,16.62,3018.79,1
35,14.27,3207.54,1
40,6.62,2283.25,1
66,7.72,1052.34,1
18,0.61,3009.78,0
64,8.11,1035.79,1
50,15.67,1697.35,0
26,8.53,769.73,1
28,3.08,814.35,1
70,11.01,1456.13,1
30,4.49,2113.54,1
27,7.87,5000.0,1
62,6.69,963.73,1
50,4.8,1742.65,1
30,12.69,1515.96,1
48,21.53,2172.6,1
29,0.05,1293.96,1
61,27.12,2544.16,0
60,7.16,726.23,1
52,12.06,1631.07,1
50,19.35,2089.23,1
71,6.29,3335.1,1
44,18.02,2577.26,0
27,1.96,1603.44,1
51,1.73,815.33,1
76,10.71,5000.0,1
29,20.41,914.54,0
39,22.3,549.02,1
51,10.32,996.23,1
44,7.45,448.08,1
30,4.03,2072.57,1
61,39.12,1595.69,1
79,3.85,1352.86,0
47,13.63,1480.98,1
31,7.59,1048.27,1
21,9.38,300.0,0
48,5.0,3022.94,0
61,33.47,1129.45,0
52,8.48,467.43,1
44,27.77,314.14,0
36,0.08,3786.02,1
28,8.5,1230.01,1
57,12.63,1206.22,1
58,13.67,2245.71,1
21,23.54,1053.27,1
68,0.04,437.59,1
53,0.0,967.91,1
65,6.39,1908.78,1
24,0.3,961.86,1
24,36.7,785.18,0
42,2.51,625.01,1
52,6.4,2106.57,0
71,0.63,1870.24,1
55,7.38,2303.15,1
41,4.78,1358.98,1
29,0.46,1118.98,1
63,4.08,820.16,0
30,4.97,1238.02,1
69,45.97,335.55,0
40,2.33,1973.16,1
68,7.87,1148.75,0
55,43.67,3270.09,0
42,15.7,1526.87,0
37,50.0,300.0,0
39,34.51,1792.97,1
51,6.72,5000.0,1
46,11.92,2101.58,1
36,1.17,2726.68,1
42,5.82,3505.99,1
46,16.56,758.75,1
18,7.04,1402.84,1
51,12.13,792.63,0
30,13.69,2507.07,1
27,2.92,801.23,1
19,20.85,1350.4,1
18,6.16,2655.47,1
24,2.36,2487.36,1
34,20.06,1769.12,1
74,5.41,3533.13,1
37,13.88,2645.65,1
47,7.94,971.63,1
51,4.81,453.87,1
46,16.6,725.61,0
43,8.78,2762.5,0
27,4.95,2083.86,1
66,1.16,3558.63,1
72,22.58,2241.2,1
19,0.36,2687.76,0
29,19.89,1952.83,1
40,4.46,941.49,1
30,10.2,904.56,0
52,25.54,732.1,1
34,1.65,943.59,1
77,8.37,3619.56,1
62,14.46,2454.68,0
48,14.17,1374.8,1
60,7.46,2129.98,1
61,9.8,2107.44,1
36,14.17,3829.58,1
32,18.39,1271.45,0
46,14.35,1871.49,0
57,4.37,2702.17,1
47,50.0,933.85,0
21,5.7,4046.98,0
32,0.25,2612.85,1
43,4.5,726.23,1
43,1.37,4960.32,1
74,1.29,3537.98,1
24,3.31,2390.32,1
52,0.55,300.0,1
67,11.66,1075.98,1
79,0.77,1778.92,1
38,2.27,1879.05,1
52,0.98,1676.32,1
53,0.65,553.27,0
47,3.12,1319.9,0
43,8.48,1423.22,1
51,33.43,300.0,1
18,20.84,2377.65,0
55,20.87,4346.12,1
46,1.94,1499.62,1
41,3.08,2407.87,1
75,0.79,739.35,0
34,15.07,2043.1,1
38,0.72,2068.63,1
74,8.13,3279.16,1
32,2.85,3708.73,1
36,2.79,2387.23,1
42,46.8,960.19,0
57,14.14,931.04,0
48,18.14,3683.06,0
25,8.49,603.75,1
37,20.48,1070.23,1
35,10.37,2265.69,1
43,29.22,4255.11,1
51,3.3,4483.47,1
51,9.05,300.0,1
18,11.72,1995.07,0
60,4.99,1576.79,1
48,21.18,828.83,0
65,39.02,300.0,1
51,6.81,1568.6,1
61,4.95,592.1,1
51,6.39,2206.44,0
65,19.16,1678.03,0
52,10.37,300.0,1
43,0.46,1377.71,1
79,7.81,441.09,0
58,0.17,1930.13,1
53,15.07,2546.11,1
25,3.98,1187.91,1
25,6.39,3563.91,0
49,16.03,1955.75,1
47,0.48,1643.71,1
35,1.73,1664.59,1
47,5.07,1377.35,1
68,2.61,1337.55,1
55,4.12,575.63,1
27,50.0,4085.08,1
43,17.45,1364.1,1
32,21.53,4483.71,1
39,27.65,2514.5,0
38,4.17,1462.92,1
37,3.53,1778.28,1
26,2.67,2546.04,1
43,17.73,3062.09,1
36,11.38,1623.3,0
18,2.69,2885.66,0
75,4.73,2484.17,1
61,7.07,2561.62,1
39,7.51,2891.23,1
45,21.96,1029.86,0
27,4.79,3791.18,1
70,23.92,2087.42,0
73,5.82,3056.5,1
47,13.72,1619.99,1
60,26.63,1912.28,1
47,23.81,1026.99,1
24,0.59,674.88,1
38,2.3,1421.04,1
46,6.48,2622.97,1
38,5.65,1051.28,1
41,10.24,386.87,1
43,28.95,3385.1,1
43,1.19,598.62,1
45,6.01,2041.85,1
29,2.14,4836.42,1
34,22.45,5000.0,1
25,33.4,1472.98,1
59,6.51,3418.45,1
18,1.1,2062.29,1
62,15.38,761.81,0
65,11.94,1382.64,1
40,4.38,1124.36,1
18,21.84,3332.65,0
39,37.23,4711.79,0
44,8.16,1230.66,1
29,8.34,399.43,1
37,3.53,1864.72,1
67,8.78,805.87,1
54,5.79,660.78,1
31,3.6,963.44,1
21,0.7,905.03,1
40,2.91,2200.13,1
41,2.2,2556.35,0
52,7.81,2025.58,1
36,9.2,802.75,1
52,9.38,822.0,0
74,4.91,1564.61,1
57,5.47,1282.91,1
44,17.97,1682.83,1
42,6.47,2149.83,1
39,44.04,1550.95,1
62,5.79,2422.44,1
35,10.49,1913.55,1
45,0.52,2499.96,0
45,10.59,625.47,1
37,19.07,341.93,0
24,28.55,780.55,0
49,50.0,3183.19,0
44,3.32,1922.91,1
52,8.57,1035.53,1
36,5.99,918.17,1
63,8.3,2603.66,1
31,1.71,1955.57,1
70,19.39,539.0,1
18,24.03,534.19,0
51,5.97,2444.96,1
52,3.29,1005.47,0
33,1.52,420.32,1
51,11.51,413.17,1
64,3.74,2201.81,1
18,24.03,1047.25,1
52,11.12,2739.01,1
18,10.38,1721.22,0
30,8.2,1191.96,1
69,0.47,1646.69,1
36,26.87,5000.0,1
27,9.89,739.73,1
42,50.0,3519.64,0
76,7.71,2465.17,1
18,12.38,1087.97,0
29,0.58,2463.92,1
67,9.99,1870.15,1
72,14.47,1529.7,1
43,15.07,1275.28,1
26,14.7,3066.68,1
76,2.57,1686.66,1
68,37.05,789.03,0
55,50.0,1604.96,0
32,0.79,437.62,1
44,27.56,1010.04,0
42,3.42,2409.6,1
49,11.69,706.39,1
66,4.13,5000.0,1
58,34.34,300.0,1
28,1.07,1254.29,1
65,6.89,2574.24,1
49,5.59,456.47,1
55,3.95,2605.78,1
66,10.37,2486.32,1
28,1.4,1325.18,1
44,12.61,810.73,1
37,39.42,1671.79,0
21,16.32,2414.2,0
50,19.66,864.97,1
80,4.46,1517.81,1
18,3.93,478.13,0
44,7.28,2857.59,1
54,0.47,4605.66,1
46,29.07,1154.35,1
43,1.55,950.02,1
25,23.33,3259.25,1
48,0.87,3220.69,1
33,17.29,2655.2,1
18,1.65,602.63,0
62,0.39,300.0,1
59,12.71,1468.4,1
45,3.29,2205.16,1
48,12.53,1159.38,1
61,8.1,3177.63,1
48,1.15,983.8,1
58,26.9,353.01,1
40,6.02,1155.96,1
64,13.26,2072.37,0
49,6.95,696.91,0
47,9.27,1928.29,1
25,3.61,1462.42,0
49,2.24,4540.83,1
32,7.82,2922.93,1
35,5.8,5000.0,0
32,4.94,568.64,0
29,11.16,3615.22,1
76,11.73,300.0,1
64,0.47,3088.15,1
73,4.14,334.54,1
26,5.31,2579.79,1
46,1.02,1945.69,0
25,2.69,2100.04,1
34,0.53,300.0,1
31,50.0,2457.35,0
63,13.34,350.69,1
39,0.92,4550.17,1
61,0.2,937.15,1
54,12.7,1228.26,1
79,5.78,3581.34,1
22,15.46,1712.34,0
63,25.7,1733.34,0
62,9.15,2279.31,1
30,2.07,738.3,1
60,15.24,926.7,0
50,31.19,1772.9,1
41,8.68,4762.32,1
32,11.46,2736.75,1
34,4.12,2859.44,1
75,4.81,3800.46,1
45,13.27,3185.93,0
56,26.28,2648.36,1
33,9.92,1450.18,1
33,15.6,686.72,0
61,1.88,773.59,0
24,2.38,3397.29,1
38,7.59,2413.5,1
45,1.94,300.0,1
46,10.08,1679.87,1
42,3.45,300.0,1
50,15.68,1444.41,1
55,16.51,3242.05,1
56,6.23,2410.0,1
30,1.99,1244.62,1
40,10.41,1870.59,1
62,49.32,940.91,0
58,9.74,522.16,1
24,0.36,885.0,1
50,0.17,3026.41,1
18,3.86,3671.37,0
45,2.18,3137.41,0
73,16.77,2898.05,0
30,18.63,636.56,1
32,2.99,1335.28,1
56,3.94,1442.86,1
21,2.7,1107.42,0
35,23.9,692.9,0
53,6.98,1940.48,1
35,10.68,1887.17,1
41,5.37,1302.65,1
56,9.97,4250.29,1
51,4.88,1153.58,1
49,4.15,1517.93,1
39,10.06,448.23,1
50,8.94,2671.77,1
43,3.47,3585.47,0
51,1.62,389.82,1
37,4.6,2286.55,1
42,5.36,1245.52,1
30,9.91,2779.99,1
44,24.6,1980.18,1
32,0.37,1982.92,0
28,2.79,1882.75,1
48,2.15,4967.71,1
48,6.98,526.78,1
56,5.62,300.0,0
38,13.06,2695.53,1
51,2.78,640.87,1
53,9.03,2826.18,1
51,21.53,2611.84,0
32,24.16,868.56,1
47,31.89,5000.0,1
50,14.84,4045.2,1
45,23.64,1555.74,1
18,2.67,1913.21,0
47,2.2,3455.6,1
78,0.07,567.36,1
39,12.27,2295.85,0
34,27.72,1531.7,0
50,2.07,4136.17,1
49,10.13,300.0,1
62,13.72,2011.21,1
26,26.26,564.23,1
55,10.41,2320.59,1
53,35.16,1718.64,1
42,4.23,1862.12,0
50,4.31,2938.19,1
60,7.83,2482.13,1
58,4.84,955.3,1
27,0.01,300.0,1
57,13.16,332.69,1
44,13.93,990.9,1
46,13.74,1890.9,0
46,4.23,1601.54,0
42,7.39,1936.43,1
62,4.46,3539.12,1
43,0.16,1035.9,1
28,8.27,2806.07,1
39,1.32,1838.5,1
47,0.83,3775.63,1
63,14.09,1990.43,1
54,0.1,4628.44,1
32,31.94,2637.55,0
80,7.24,3274.74,1
48,40.76,1000.16,0
64,0.6,3723.34,1
42,8.76,4680.73,1
53,4.3,2431.37,1
57,18.55,1348.16,1
63,4.48,3342.97,0
60,3.02,2785.11,1
58,19.49,5000.0,1
40,4.69,2372.7,1
36,0.17,1544.46,1
49,4.95,1818.73,1
58,10.63,842.57,1
41,2.94,1317.05,1
60,5.66,300.0,1
66,0.58,1498.06,0
31,8.87,3392.3,1
32,14.12,5000.0,1
42,5.33,1259.33,1
49,5.45,2560.52,1
37,0.92,1544.12,1
65,2.26,1240.06,1
51,1.68,668.54,1
45,6.57,4388.48,1
23,7.53,385.25,0
25,29.75,2260.33,0
49,0.76,487.28,1
18,9.16,1064.81,0
60,7.48,4235.06,0
42,7.26,647.7,1
80,20.65,2108.97,1
79,2.3,3732.26,1
42,0.42,2209.2,1
43,11.16,2284.67,1
59,4.23,2186.52,1
70,0.18,3226.64,1
20,2.9,3661.33,0
18,3.7,2013.59,0
35,9.59,1779.92,1
53,1.89,461.31,1
52,5.33,862.31,1
61,6.59,2153.39,1
27,6.15,300.0,0
18,36.47,790.27,1
57,0.47,1276.94,0
32,30.15,580.98,1
18,8.72,811.43,0
47,15.88,2278.4,0
56,5.63,1524.73,1
43,6.05,2720.28,1
38,21.15,1226.23,1
42,22.63,1507.42,0
39,2.73,1979.51,1
24,2.22,852.28,1
34,6.86,2376.69,0
52,23.05,676.25,1
49,3.89,937.52,1
47,10.56,1085.53,1
30,12.32,989.84,1
42,15.08,1734.11,1
18,8.3,992.35,1
47,5.15,1420.62,1
66,34.12,3505.6,1
22,9.45,3713.37,0
36,13.04,300.0,1
49,4.23,2276.62,0
63,11.09,300.0,1
38,2.98,2388.55,1
34,2.81,3128.62,1
18,12.54,1131.22,0
46,7.37,3781.1,0
75,11.5,876.35,1
49,3.14,3383.71,1
44,9.13,3072.64,0
49,5.87,432.83,1
44,9.09,1211.51,0
32,3.44,358.22,1
57,12.57,595.5,1
48,16.4,3864.4,1
45,3.01,2379.24,1
30,3.58,982.96,1
64,10.82,300.0,1
54,11.89,338.26,1
36,12.18,1437.86,1
60,11.48,3998.85,1
37,4.99,2832.84,0
33,5.02,1481.92,1
33,2.94,1484.78,0
18,1.71,2001.12,0
52,11.8,3539.17,1
18,0.98,717.04,1
26,27.77,1974.81,1
18,17.53,566.44,1
43,19.48,1863.55,1
42,23.72,1466.97,1
40,5.25,373.97,1
29,18.75,2001.94,1
27,1.72,1089.41,0
51,0.22,1207.22,1
36,15.37,788.08,1
49,0.78,1829.57,1
31,44.68,1737.76,0
47,11.23,2736.29,0
64,14.0,2165.08,1
53,2.82,795.93,0
38,11.2,2838.05,1
48,0.44,3325.41,1
41,18.19,894.16,1
45,1.86,1278.3,1
40,11.95,1067.15,0
42,2.54,1683.69,1
48,0.71,830.26,0
30,6.57,2699.16,0
29,1.85,676.69,1
24,13.07,1188.82,1
20,2.71,2111.31,1
26,4.19,1683.43,1
47,8.38,1747.71,0
31,3.35,609.17,1
52,4.75,1477.78,1
45,16.91,3226.06,0
18,1.97,2602.2,1
54,0.86,1296.18,1
57,3.98,1661.06,1
30,5.52,1906.24,0
51,7.82,3813.5,1
32,4.66,1133.27,0
46,15.6,2573.99,1
26,0.4,1680.51,0
18,5.65,3220.39,0
39,4.82,3445.56,1
43,10.43,1761.72,0
39,33.9,988.54,1
27,7.14,3155.36,1
39,43.33,1633.74,0
49,3.6,501.37,1
44,0.31,383.49,1
47,1.81,1639.73,1
34,5.03,300.0,1
62,3.8,1083.23,1
27,1.02,3307.41,1
52,5.67,3725.55,1
62,4.13,3308.85,1
52,1.31,1664.98,1
41,3.51,790.24,1
37,21.75,3545.76,1
60,3.6,1857.0,0
23,12.52,484.07,1
30,9.47,1736.71,1
39,5.57,3178.84,1
63,2.73,300.0,1
50,4.6,1435.3,1
30,8.97,4030.04,1
40,4.32,1657.95,1
35,2.42,613.76,1
34,1.24,2940.77,1
59,21.18,2412.59,1
24,5.8,1857.42,1
69,9.81,634.59,1
57,6.74,2045.49,1
61,20.6,2574.88,0
38,7.92,480.9,1
42,6.55,1987.26,1
23,25.85,1332.24,1
37,12.72,314.2,1
52,1.18,1384.01,0
64,1.96,1159.33,0
28,15.47,1499.27,1
39,18.07,1043.85,1
42,7.88,379.64,1
24,8.08,3883.22,0
53,9.99,5000.0,0
34,5.78,1193.03,1
42,11.4,1637.42,1
38,1.15,5000.0,1
33,32.51,623.68,1
44,13.87,991.21,1
41,9.97,2228.16,1
39,3.8,1926.7,0
34,1.75,3195.79,1
49,5.27,2458.22,1
69,10.83,4245.92,1
47,10.04,2089.83,0
59,4.82,496.35,1
24,9.5,1203.24,0
47,16.81,2941.47,1
28,0.27,1394.55,1
22,5.99,2015.96,1
33,14.21,2039.09,1
62,7.9,905.74,1
59,10.54,1150.18,1
48,7.27,1873.05,1
22,48.13,2849.31,0
42,0.56,518.68,1
49,6.75,1692.39,1
47,0.96,3677.21,1
18,1.74,1598.85,0
31,4.83,2281.66,1
44,1.69,4190.57,1
53,33.16,1850.61,0
18,29.34,4104.49,0
42,4.1,1217.1,1
47,10.21,3394.7,1
57,7.63,2008.9,0
55,16.91,2048.48,1
53,9.87,2292.04,1
33,0.0,2018.37,0
18,14.4,2076.26,0
39,13.74,5000.0,1
60,7.13,2362.29,1
65,23.32,3435.99,1
55,23.91,885.46,1
51,7.42,392.13,1
50,9.36,429.45,1
36,50.0,559.75,1
43,3.55,4170.89,1
70,3.92,411.43,1
30,2.02,1488.64,1
69,22.62,5000.0,1
40,13.64,2678.9,1
64,1.12,1079.96,1
23,40.05,831.97,1
53,13.13,1250.02,0
33,19.01,2093.8,1
23,0.49,1301.36,1
48,7.03,2679.09,1
60,11.99,4994.18,1
32,7.83,946.83,1
22,10.99,5000.0,1
43,17.03,1901.62,1
43,4.69,1270.83,1
53,18.88,821.56,1
59,1.78,2442.38,1
44,3.16,1000.66,1
72,0.44,2608.48,0
48,4.53,1686.87,1
39,4.78,1169.71,1
20,16.36,1663.41,0
41,10.59,2384.04,1
39,5.74,1509.04,1
59,10.56,1002.29,1
51,0.54,887.05,1
27,1.99,2790.67,1
47,9.86,627.12,1
55,10.25,931.81,1
67,14.88,390.3,1
58,5.16,1600.48,1
56,12.82,719.17,1
45,11.52,1499.03,1
50,33.08,1539.97,1
63,2.42,1611.42,1
25,8.02,1083.0,1
39,9.21,2776.93,1
33,50.0,1302.21,1
50,2.25,948.0,1
63,7.41,430.88,1
36,4.25,3096.11,1
18,7.46,1045.97,1
38,2.64,2634.97,1
58,0.49,1252.55,1
53,8.5,5000.0,1
51,4.09,5000.0,1
40,2.01,2090.59,1
25,3.91,2110.1,0
52,0.51,1950.2,1
32,30.05,1291.12,1
77,8.7,2926.58,1
53,16.86,1626.38,0
36,5.5,638.85,1
35,23.36,1377.19,1
43,6.6,664.49,1
41,8.53,620.84,1
61,6.77,880.99,1
47,13.22,4749.55,1
34,8.36,2281.94,1
73,3.17,1380.42,1
45,1.57,1282.07,1
56,9.32,1766.05,1
35,6.72,1052.59,1
50,1.01,2376.17,0
49,5.04,1865.82,0
18,7.23,2205.36,1
75,17.54,1311.4,1
64,0.79,5000.0,0
39,4.28,658.05,1
28,17.3,2406.24,0
50,10.45,1105.5,1
46,3.42,1855.59,1
50,18.66,2035.69,1
47,6.8,5000.0,1
52,6.9,2061.95,1
66,37.54,1357.48,0
53,29.4,1007.77,1
29,4.44,5000.0,1
65,1.51,2564.31,1
69,3.94,2850.57,1
80,0.31,300.0,1
28,0.21,1070.54,0
48,5.03,2407.57,1
18,28.31,453.6,0
53,20.51,1798.88,0
36,7.16,4005.82,1
73,8.33,774.82,1
33,0.06,932.68,1
19,2.43,3431.24,1
37,0.25,1074.67,1
18,14.05,854.87,0
56,1.57,4325.22,1
18,20.33,1624.63,0
45,10.31,766.82,1
18,2.61,3579.99,1
40,1.72,652.69,1
69,9.88,1718.82,1
50,23.11,1977.26,1
32,12.67,1014.73,1
44,4.29,2745.03,1
45,8.85,834.23,0
52,3.72,2874.81,1
24,50.0,1470.64,0
53,13.82,725.96,1
18,9.53,1750.25,0
35,5.5,2141.3,1
37,9.63,300.0,1
54,4.18,4034.13,1
45,0.29,1569.52,1
23,5.03,1197.15,1
30,26.66,2037.83,1
47,9.84,1700.14,1
43,0.88,1129.56,1
36,21.63,2075.98,0
37,3.13,2877.52,1
55,2.79,1262.44,0
37,3.53,300.0,1
43,8.61,2618.98,1
77,7.87,1552.63,1
23,6.76,733.86,0
18,12.64,2190.26,0
56,3.81,732.62,1
34,15.24,2559.27,1
40,1.93,631.59,1
33,15.26,1074.26,0
41,10.9,344.29,1
68,11.5,1039.62,1
57,6.57,1198.99,1
57,11.0,1561.52,1
23,0.83,1297.11,0
27,19.08,653.96,1
18,0.57,1518.96,1
32,1.61,1061.09,1
59,8.6,1785.35,1
52,13.45,825.72,0
41,0.79,1006.1,1
44,25.35,2080.68,1
34,36.35,1342.49,1
48,9.31,406.28,0
56,6.56,4212.73,1
20,13.52,2721.02,0
49,3.98,2657.08,0
58,6.8,339.11,1
38,24.79,300.0,0
55,31.16,3099.81,0
80,26.18,648.24,0
43,3.04,1822.77,1
50,2.65,1036.62,0
33,3.53,300.0,1
47,5.82,891.27,1
51,3.77,2060.64,1
47,4.69,1401.81,1
29,9.69,4760.98,0
48,14.38,2506.16,1
66,13.3,2162.37,1
51,16.84,1816.84,1
59,0.33,729.68,1
41,0.49,748.26,1
56,15.58,1587.61,1
49,7.62,897.42,1
30,8.63,4230.06,1
49,0.54,2478.74,1
30,2.95,3356.18,1
35,10.17,300.0,1
47,19.6,2131.32,1
49,24.89,401.15,0
27,6.94,3758.99,0
60,7.89,2364.02,1
53,17.9,2597.92,1
34,7.71,2686.08,1
21,7.27,992.12,1
42,23.55,5000.0,0
38,15.6,2462.14,1
46,23.98,1845.0,1
39,2.46,1084.94,0
18,7.43,1476.31,0
39,18.48,3637.3,0
40,1.18,1276.39,1
54,15.83,961.11,1
34,2.02,2271.08,1
70,16.51,1569.8,0
18,9.47,981.2,1
64,2.15,3173.89,1
41,6.41,678.62,1
57,11.45,1306.94,1
46,10.05,780.29,0
62,5.57,5000.0,1
39,22.96,2421.6,0
28,7.32,2031.28,0
66,7.05,812.29,1
43,0.64,5000.0,1
48,25.53,431.17,1
63,1.95,1291.41,0
29,7.52,1442.96,0
53,16.27,440.78,1
36,2.43,1705.27,1
43,7.49,924.7,1
46,2.75,4027.5,1
22,14.26,535.73,1
33,8.31,2593.44,0
65,19.38,1729.62,1
58,22.5,3051.42,0
44,10.46,1400.97,1
48,12.92,749.43,1
40,7.97,4448.21,1
65,4.85,4401.69,1
41,10.44,2638.27,1
48,23.89,2312.68,1
62,5.39,1985.43,1
33,3.77,2408.46,1
68,4.92,5000.0,1
22,5.72,525.52,0
69,0.76,1600.56,1
39,6.9,1058.71,1
41,6.82,1705.75,1
18,8.88,490.71,1
38,4.51,702.49,1
29,9.5,649.12,1
35,21.06,2382.4,0
42,31.12,1562.72,1
59,8.76,351.54,1
48,0.44,342.14,1
49,34.81,300.0,1
28,12.24,1346.93,1
31,4.09,1435.08,1
71,1.59,1503.56,1
33,1.55,867.61,1
69,1.84,1195.3,1
41,0.47,1376.05,1
45,23.24,1567.35,0
61,7.78,1982.69,1
64,12.04,3227.74,1
43,17.61,794.32,1
39,15.68,2692.52,1
44,21.42,935.11,0
50,34.19,2368.04,0
58,5.78,1632.95,1
45,30.02,5000.0,0
54,12.85,1942.4,1
69,0.73,2835.88,1
50,11.45,300.0,1
49,11.61,2999.27,0
22,23.63,833.11,0
18,4.67,1463.67,1
50,8.79,1167.51,0
43,0.12,587.95,1
37,4.04,4625.47,1
48,0.64,3411.9,1
44,7.38,703.35,1
61,17.01,651.67,1
46,2.31,2315.88,1
33,7.5,2953.47,1
59,2.28,1576.49,1
41,1.29,874.37,1
52,7.15,1361.57,0
37,0.82,300.0,1
35,8.85,410.94,1
46,0.32,3131.68,1
45,1.13,1011.24,1
52,7.99,1470.8,1
40,8.95,1944.35,1
18,0.29,1461.04,1
38,8.52,1998.95,1
56,18.23,3057.5,1
40,12.81,838.73,1
41,1.41,3174.13,0
59,8.98,1938.48,1
34,11.16,2399.39,0
21,0.38,3028.55,1
42,19.33,1740.67,1
37,23.67,5000.0,1
30,19.0,563.82,1
42,17.41,3080.13,1
52,13.66,975.58,0
44,10.04,2033.95,0
49,11.35,1443.88,1
72,16.42,1373.09,1
39,10.86,1281.78,1
49,3.97,2385.39,1
37,4.72,702.61,1
32,22.74,927.23,0
36,0.17,643.69,1
37,12.0,4398.32,0
50,30.96,2818.28,1
80,12.25,968.75,1
34,50.0,2279.24,0
38,11.63,664.26,1
44,0.35,1652.29,1
50,17.55,1296.79,0
48,3.35,1280.17,1
64,5.91,1119.67,1
18,3.74,5000.0,1
18,3.13,2606.37,0
37,5.65,5000.0,1
61,4.76,1075.68,1
21,10.03,678.23,1
18,16.77,1939.63,1
53,3.53,1650.67,1
48,2.4,2602.14,1
28,10.99,3163.82,1
30,11.1,300.0,1
30,23.14,5000.0,1
46,0.16,2004.36,1
35,19.18,2483.0,0
52,7.36,4451.81,1
18,9.71,823.66,0
32,0.96,1495.37,1
28,5.67,615.71,1
41,2.58,712.07,1
36,2.93,3174.33,1
56,7.01,4128.88,1
18,16.74,390.52,0
45,13.62,2103.57,0
53,8.94,3535.73,1
72,7.75,3055.51,1
37,5.57,1794.97,1
49,36.01,2089.85,1
18,8.21,2131.66,0
18,2.93,2008.46,1
57,2.61,2331.51,1
44,9.45,1381.85,1
62,7.4,5000.0,1
24,0.08,816.97,1
52,17.72,3687.98,0
73,12.18,934.04,1
51,10.84,2420.24,0
49,0.71,952.63,1
45,4.5,2323.49,1
21,27.39,1579.0,1
65,19.85,2687.48,1
35,3.36,869.34,1
52,1.71,854.91,1
21,5.96,4922.97,1
27,4.4,1440.72,0
66,11.46,2188.99,1
39,33.94,358.71,0
66,4.51,1730.53,1
43,0.64,1176.09,1
18,22.79,5000.0,0
58,0.39,1124.2,1
36,30.53,5000.0,1
55,10.92,1089.44,1
45,28.42,2527.92,1
21,2.23,4946.19,0
47,0.42,1486.6,1
77,6.7,4755.14,1
52,5.99,3032.75,1
44,4.03,1717.94,1
61,31.62,2276.07,0
48,17.29,4131.6,1
48,10.83,2184.97,1
28,1.78,504.63,1
48,13.25,3040.11,1
60,12.98,3122.45,1
32,5.54,2129.86,1
66,25.87,1105.2,1
43,1.83,2915.15,1
31,3.11,607.9,1
59,0.65,2251.64,1
40,15.87,2174.46,1
56,9.72,1768.67,1
40,3.78,3624.93,1
44,1.79,1258.51,1
52,0.41,783.27,1
49,1.82,896.62,1
18,6.04,3706.75,0
28,2.84,2580.07,0
58,3.0,2436.27,1
43,20.84,2274.46,1
37,7.24,1490.13,1
24,13.07,723.79,1
28,0.36,766.55,1
18,4.54,2329.76,0
43,6.52,1227.41,1
36,2.06,946.77,1
30,1.28,1523.99,1
43,20.43,3862.43,0
50,28.04,1866.2,1
76,0.82,5000.0,1
22,4.29,2450.45,1
62,31.77,5000.0,1
59,0.87,2133.16,1
33,10.32,1989.63,1
48,35.83,1894.04,0
38,38.27,1194.08,1
47,6.37,1445.0,1
67,1.78,5000.0,1
54,2.26,1232.27,0
52,22.04,1894.94,0
38,24.27,1905.44,0
22,9.36,1330.79,1
41,14.53,1298.1,0
63,13.47,1589.47,1
22,10.84,3035.43,1
29,17.56,4280.02,1
46,11.56,584.16,0
30,7.64,5000.0,1
33,2.7,2755.98,1
38,13.62,2846.56,0
24,6.41,999.5,1
30,3.49,5000.0,1
55,16.19,904.77,1
25,11.93,2002.91,1
21,27.7,2209.64,0
35,1.81,5000.0,0
55,10.48,962.4,0
42,2.8,2076.8,1
38,23.39,403.3,1
45,1.05,1796.13,1
18,10.68,2349.24,0
52,15.66,1150.92,1
50,4.38,491.17,1
38,30.82,5000.0,1
60,19.02,709.23,1
28,3.49,787.74,1
61,0.08,997.32,1
47,3.52,4008.88,1
39,3.3,1628.31,1
44,22.07,409.38,1
43,34.15,1014.35,0
63,0.73,3994.73,1
28,6.37,528.84,1
33,7.95,704.26,0
60,0.98,748.93,1
36,4.74,1675.76,1
58,3.81,1925.69,0
70,7.68,1482.03,1
38,10.82,1616.55,1
55,12.16,644.92,1
27,1.47,1465.21,1
56,16.76,1442.24,1
47,11.35,757.88,1
52,21.99,4328.97,1
35,5.97,3774.83,1
20,22.43,559.0,1
52,20.08,2435.55,1
18,5.77,2286.2,0
40,4.8,2059.82,1
59,27.0,1446.4,1
47,12.56,2040.57,1
74,26.35,1502.39,1
60,15.94,992.38,0
35,9.4,2403.83,1
45,1.23,300.0,0
44,3.45,2906.97,1
21,34.69,1738.62,0
30,3.85,1234.73,1
36,0.98,2844.89,1
18,12.29,2062.07,0
45,13.24,4347.77,1
41,3.36,3503.02,1
19,3.53,771.54,0
51,6.33,1160.19,1
55,0.22,1018.91,1
48,15.57,1027.61,1
40,3.81,4890.14,1
53,19.23,542.84,0
55,16.23,3606.77,1
49,10.83,4980.94,1
32,3.93,3164.98,1
49,7.26,2565.91,1
62,5.88,528.36,1
36,4.14,439.73,1
76,18.85,2255.49,1
37,6.61,1407.67,0
45,17.88,586.82,1
34,1.11,2911.59,1
48,1.52,2474.21,1
18,37.86,2918.86,0
36,8.86,2950.09,1
28,7.13,3673.36,1
47,7.41,1243.82,1
59,2.42,647.11,1
54,12.68,4734.91,0
18,0.89,438.74,1
75,8.52,494.4,1
49,8.46,1020.08,0
33,24.56,4320.7,1
47,7.47,1127.36,0
47,1.47,499.59,1
34,8.5,787.85,0
47,0.96,764.75,1
